sod-all ;"Noun. Nothing. E.g.""I've done sod-all this vacation, but I still feel like I need a holiday."""
;"Adj. No. E.g.""I've done sod-all work this vacation."""
social butterfly;Noun. A socially dynamic person, someone who is very active and comfortable socially and frequents many social events. {Informal}
sodding ;"Adv./Adj. Used as an intensifier. E.g.""It's always that sodding idiot who wakes everyone up at a god awful hour."""
sod it! ;"Exclam. A exclamation of exasperation, annoyance, frustration. E.g. ""Sod it! I'm leaving""."
sod off ;"Verb. Go away, leave. Usually used in the imperative. E.g.""If he doesn't sod off in the next 2 minutes I'm going to hit him."""
sod this!;"Exclam. Expressing frustration, resignation, annoyance. E.g.""Sod this! I've had enough."" Cf. 'sod it!'."
sod this for a game of soldiers!;Exclam. I give up! There's no way that I'm continuing with this. Or sod that for a game of soldiers. Cf. 'sod this for a lark'.
sod this for a lark !;Exclam. I give up! An intolerant, impatient exclamation. Cf. 'sod this for a game of soldiers'.
sod you!;Exclam. General exclamation of dismissal, rejection, hostility.
sofa surfing;Noun. Being homeless and relying on the generousity of friends to provide a temporary place to sleep, often on a sofa.
soft in the head ;Phrs. Stupid, dimwitted.
soft-lad/lass ;Noun. Affectionate expression for an inept or overly sentimental male/female.
soft soap ;Verb. To flatter, especially with the intention of persuading them to do something. {Informal}
softy ;Noun. A weak, feeble or overly sentimental person. {Informal}
soldier ;Noun. 1. A thin strip of bread or toast, typically used for dipping into soft boiled eggs. {Informal}
;2. A friendly term of address.
solid (!) ;Adj. Excellent, great. Jazz origins. [Orig. U.S.]
;Exclam. Expressing approval or satisfaction.
;Noun. Hashish.
sonny Jim;Noun. A condescending term of address, usually to males. Occasionally also spelt sunny Jim.
soopy;Noun. A supermarket. Unknown spellings, perhaps also supie or supey.
soppy ;Adj. Feeble, sickly sentimental. {Informal}.
sort;Noun. An attractive person, more frequently applied to a woman. [Mainly London/South-east use]
sorted (!) ;Exclam. An approving exclamation, brilliant, excellent.
;"Adj. An all purpose expression of satisfaction, contentment. Commonly used to denote having the required or desired drugs. E.g.""I've just been into town and got sorted for tonight's party."""
sort-out ;Noun. An act of tidying up a room or one's possessions, often involving the throwing out of unwanted items. {Informal}
sort (someone) out;"Verb. 1. To beat (someone) up, to violently deal with (someone). E.g.""I don't think he'll bother you again, I sorted him out."""
;"2. To supply (someone) with drugs. E.g.""I really need to have a smoke. Can you sort me out until the weekend and I'll pay you then?"""
sound ;Adj. O.K., wonderful, similar to 'sorted.'
sound as a pound;Phrs. Wonderful, excellent, correct. [Merseyside/ North-west use?]
sounds ;"Noun. Tunes or music. E.g.""Have you brought any new sounds for tonight's party."""
sovs;Noun. Money. Abb. of sovereign, £1 sterling.
sow one's oats ;"Vrb phrs. To have sexual intercourse, usually during a period of youthful sexual promiscuity. E.g.""Ever since going to University I've been enjoying myself and sowing my oats."""
soz;Adj. Sorry. Mainly adolescent use. Also as sos.
sozzled ;Adj. Drunk. {Informal}
SP;"Noun. Abb. starting price. Meaning information and heard in expressions such a what's the SP? meaning what's happening, or what's the information? Comes from horse racing and betting vernacular. E.g.""What's the SP with the holiday accommodation? Are we staying in a hotel or an apartment?"""
spac;Noun. An imbecile, objectionable person. From spastic. Offens.
space cadet;Noun. An eccentric person, a crazy person, a person not thinking rationally, or who is out of touch with reality. Possibly derived from 'spaced out'. Derog. [Orig. U.S.]
spacecake ;Noun. Cake made with the added ingredients of cannabis or marijuana.
spaced out ;Adj. Stupification resulting from the use of drugs.
spacey ;Adj. Ambient, ethereal.
spacker;Noun. An imbecile, an objectionable person. From spastic. Cf. 'spacky'. Offens.
spackered *;Adj. 1. Mentally or physically impaired, or resembling such.
;2. Very intoxicated by alcohol or drugs.
;3. Exhausted, very tired.
;* From 'spacker'. Offens.
spackhead;Noun. An idiot, contemptible person. Derived from spac. Offens.
spacko;Noun. 1. A mentally, or occasionally physically, disabled person. Offens/Derog.
;2. A clumsy, inept person. Offens.
spacky;Adj. Idiotic, stupid. Also spaccy. From spac. Offens.
spadger;Noun. A sparrow. [dialect]
spaff;Noun. Semen.
;"Verb. To ejaculate, sexually. E.g.""I just had to think about her naked and I spaffed."""
;
spag;Noun. 1. Abb. of spaghetti. Also spag bol, spaghetti bolognese.
;2. An imbecile, socially inept person. From spastic. Offens. Cf. 'spaz'.
spam fritter;Noun. The anus. Rhyming slang on 'shitter'. [1990s]
spam javelin;Noun. The penis. Spam is a meat product derived from pork.
spam valley;Noun. A poor neighbourhood or town, because the residents can only afford a poor diet, such as spam meat. [Scottish use]
spangled;Adj. Very intoxicated by alcohol or drugs.
spaniel's ears;Noun. Saggy, flat, droopy breasts. From their similarity.
Spanish archer ;Noun. See 'give someone the Spanish archer'.
spank ;"Verb. 1. To move quickly and energetically. E.g.""We were spanking along the motorway when an unmarked police car spotted us."""
;"2. To beat up. E.g.""My nights out aren't complete unless I've spanked a few drunken idiots."""
spanking ;Adj. 1. Excellent.
;"2. New. Short for brand spanking new. E.g.""Yeah, the car won't stay spanking for long the way he drives it."""
;"Noun. A beating. E.g."" We gave them a right spanking and showed them who was boss."""
spank the monkey ;"Verb. To masturbate. E.g.""He was spanking the monkey when his dad walked in on him."""
spanner ;Noun. An idiot, a contemptible person.
spannered;Adj. Thoroughly intoxicated with alcohol or drugs.
spare ;Noun. A sexually available, unattached person. Cf. 'bit of spare'.
spare prick at a wedding;Noun. A useless or unwanted person. Usually heard in the expression 'like a spare prick at a wedding'.
spare-tyre ;Noun. A roll of fat around one's midrift. [1920s] {Informal}
spark ;Noun. An electrician.
sparko ;Adj. Unconscious, asleep. From 'spark out'.
spark out ;"Verb. To pass out, to become unconscious, to fall asleep. E.g.""That's a relief, I think the kids have finally sparked out."""
;"Adj. Unconscious, asleep, exhausted. Also sparked out. E.g.""I've checked he's still breathing and so he's just spark out."""
spark up ;Verb. To light a cigarette, and often with regards to a 'joint'.
sparky ;"Adj. Lively and entertaining, vivacious. E.g.""I thought you gave a rather sparky performance last night."" {Informal}"
sparrowfart;Noun. Dawn, morning break. Cf. 'crack of sparrow's fart'.
spasm chasm;Noun. The vagina.
spatchcock;Verb. To add a phrase, clause or sentence in a context that is inappropriate. {Informal}
spawny ;Adj. Lucky.
spaz ;Noun. Imbecile, socially inept person, objectionable person. Also spas. Derived from spastic. Offens.
spaz chariot;Noun. 1. An invalid's car. See 'spaz'. Offens.
;2. A wheelchair. Offens.
spazmo;Noun. Imbecile, objectionable person. Derived from spastic. Offens.
spazmobile ;Noun. 1. A car for the disabled. Offens.
;2. An objectionable, unstylish car. Offens.
spaz out;"Verb. To have a tantrum, lose control, become extremely emotional. E.g.""She totally spazzed out, smashed the TV, broke three windows and then locked herself in the bathroom until daybreak."" Offens."
spazzy;Adj. Stupid,
;2. Uncool, not fashionable.
spearchucker;Noun. A black person. Also spear-chucker. Derog/Offens
spec;"Noun. A viewing point. Also speck. E.g.""Let's go up to the top tier, it's a good spec to see the match."" [Merseyside use]"
special K;Noun. The drug ketamine.
specky-four-eyes ;Noun. A juvenile name for a wearer of glasses (spectacles). Derog.
speed ;Noun. The drug amphetamine sulphate. [Orig. U.S. 1960s]
speed freak ;Noun. 1. A compulsive user, or addict, of amphetamines.
;2. A person who loves driving fast.
speeding ;Adj. Under the influence of amphetamine sulphate.
speg;Noun. Chewing gum. [Blackburn use]
spell;Noun. A splinter. [Yorkshire use/dialect]
spend a penny ;"Vrb phrs. To urinate, to go to the lavatory. A euphemism derived from the fee once charged in public toilets for use of a cubicle, albeit usually only in the women's toilet; the saying is based on a pre-inflatatory figure. {Informal}"
spends;Noun. Money to spend on oneself, often with respect to children's pocket money.
sperm bandit;Noun. A woman who has sex with a man with the ulterior motive of getting pregnant.
spesh;"Adj. Abbreviated form of special. E.g.""Last night was really spesh but I wish I hadn't drunk quite so much"""
spew ;Noun. Vomit.
;Verb. To vomit.
spew one's guts up;Vrb phrs. To vomit.
spew-up ;Verb. To vomit.
spic *;Noun. 1. A person from Puerto Rico, Mexico or Spain. Derog. [Orig. U.S.]
;2. Of Spain and its languages. Derog. [Orig. U.S.]
;* Also spelt spick.
spice ;Noun. Confectionery. [Yorks/Notts use]
spide;Noun. A young person, usually male, who is of a working class background, and typically dresses in sportswear and showy jewellery. Cf. 'chav'. [N. Ireland use]
spidge;Noun. Chewing gum. [Derbyshire use]
spider's legs ;Noun. The pubic hairs which protrude from beneath one's underwear.
spiel ;Noun. Persuasive speech, sales patter. Cf. 'schpiel'.
spiffing ;"Adj. Excellent, first rate. Somewhat archaic expression perpetuated by humourous use when mimicking upper class behaviour. E.g.""We had an absolutely spiffing time, thanks mainly to Lord Ponsonby's generous gift of free champagne all night"""
spinny;"Adj. Strange, unusual, confusing. E.g.""That new kid's spinny, and I dont trust him."""
spiggy;Noun. Chewing gum. Cf 'spoggy'. [East Lancs use]
spill one's guts ;Vrb phrs. 1. To confess or reveal the truth.
;2. To vomit. Probably a misuse of version 1 due to its similarity with 'spew one's guts up'.
spin someone's drum;Vrb phrs. To search someone's house or property. [Police use]
spill the beans;"Vrb phrs. To reveal confidential information. Sometimes shortened to spill. E.g.""He spilled the beans after being tortured for 6 hours."""
spit;"Noun. An exact double, an identical image. E.g.""She was the spit of her when she was Jane's age, but now she's dyed her hair and wears glasses."""
spit (out) one's dummy;"Vrb phrs. To throw a tantrum. Like a child discarding its pacifier (a dummy) in a fit of anger. E.g.""I'm convinced the way he spat out his dummy over such a minor insult, that he needs some anger management."""
spit roast;Noun. Sexual intercourse between at least two males and a third party, the recipient (either male or female). The active males taking positions at either end of the recipient, in the manner of a spit roast. Also spit roasting.
spit tacks;"Vrb Phrs. Be very angry. E.g.""She was spitting tacks after I stained her best table cloth with ketchup."""
spitting feathers ;"Adj. 1. Thirsty. E.g.""Let's stop at the next cafe, I'm spitting feathers."""
;"2. Angry, agitated. E.g.""She was spitting feathers after those kids smashed her front window."""
spiv;Noun. A man, who typically makes a living by disreputable dealings, lives by his wits, and is often characterized by his flashy dress sense. Cf. 'wide-boy'. {Informal}
splash one's boots;"Vrb phrs. To urinate. Also splash the boots. E.g.""Give me a couple of minutes, I just need to splash my boots."""
splick;Noun. Distasteful or unpleasant viscous substances. [1980s]
spliff ;Noun. A cannabis or marijuana cigarette. [Orig. W.I.]
split arse;Noun. A woman.
split beaver ;Noun. An explicit pornographic pose fully revealing the female genitals. Cf. 'beaver'.
splosh ;Noun. Tea (the drink). [Mainly London use]
spod;Noun. 1. A studious person. A 'swot'. Derog.
;2. A contemptible person. Derived from definition 1.
spogs;Noun. Confectionary, any kind of sweet. [Yorks use]
spoggy;Noun. Chewing gum. Cf 'spiggy'. [Humberside/Lincs use]
spondulicks ;Noun. Money. Also spelt spondulics and spondulix. [1800s]
spoof;Noun. Semen.
;"Verb. To ejaculate semen. E.g.""The dirty bastard spoofed all over my skirt and then laughed!"""
spooge;Noun. Semen.
;"Verb. To ejaculate semen. E.g.""He spooged all over my clean sheets!"""
spook ;Noun. 1. A spy, an undercover agent. [Orig. U.S.]
;2. A ghost. {Informal}
;3. A black person. Derog. [Orig. U.S.]
;"Verb. To scare, to frighten. E.g.""We were spooked by this noise in the attic."""
spoon ;Verb. 1. To nestle against one another in bed whilst both facing the same way. [Mid 1800s]
;"2. To miss hit a ball during a sporting activity. E.g.""He only had the goalkeeper to beat and he spooned his shot!"""
;Noun. An idiot, a foolish person.
spot on;Adj./Adv. Correct, exactly right. {Informal}
spraff;"Verb. To chat, talk. E.g.""Don't just stand there spraffing, find some work to do."""
spread it on thick;Vrb phrs. To exaggerate.
;
spreathed;Adj. Sore through exposure to cold weather, chapped. [South Wales use]
sprog ;Noun. A child.
sprogged up;Adj. Pregnant. Also get sprogged up meaning have children. From 'sprog' meaning child.
spud ;Noun. 1. An ugly person.
;2. An affectionate term of address. A play on the word 'bud', an abbreviated form of buddy.
;3. A potato. {Informal}
spud ugly;Adj. Very ugly.
spuds ;"Noun. The hands. Children might be heard to say ""Put your spuds in"", when chanting a rhyme to decide who is it."
spuggly;Adj. Very ugly. A contraction of 'spud ugly'.
spuggy;"Noun. A sparrow. E.g.""The only wildlife they ever saw were hundreds of spuggies. You could tell they lived in Newcastle city centre."" [N.E./N. Yorkshire use]"
spunk ;Noun. Semen.
spunkbubble *;Noun. 1. A term of abuse, an objectionable person.
;2. An attractive person. [Orig. Aust.]
;* Also as spunk-bubble.
spunk bucket;Noun. 1. A promiscuous woman.
;2. The vagina, as viewed as a recepticle for semen.
spunk dustbin;Noun. The vagina. As viewed as a receptacle for semen.
spunk trumpet;Noun. 1. The penis.
;2. A general term of abuse.
spunk (up) ;"Verb. 1. To ejaculate semen. E.g.""He spunked up just as his dad came in the room."""
;"2. To use up, to consume, often suggesting wastefully. E.g.""We spunked up all our earnings on a rather expensive meal."""
squaddie ;Noun. A low ranking soldier.
squaddie mattress;Noun. A woman who sexually prefers soldiers. See 'squaddie'. [Military use]
square ;Noun. A person who is reactionary, old fashioned and set in their ways. Derog.
;Adj. Old fashioned, conservative, conventional.
square-eyes ;Noun. A humourous address for someone who watches too much television.
square-go;Noun. A fist fight, a punch up. [Scottish use]
square root of fuck-all;Phrs. Absolutely nothing. Cf. 'fuck-all squared'.
squat ;Verb. 1. To defecate.
;2. To urinate. Female expression.
;Noun. 1. The act of defecation.
;2. An act of urination, when applied to females.
;"3. Nothing, naught. E.g.""He knew squat about football and shouldn't have been refereeing the match."" [Orig. U.S.]"
squeaky-bum time;Noun. The time when one is likely to be most nervous or worried. [Early 2000s]
squeal ;Verb. To inform (on). Often used in the simile, squeal like a pig.
squeeze;Noun. A girlfriend or boyfriend, generally one's romantic partner. Often heard as main squeeze meaning primary partner. [Orig. U.S.]
squick;Noun. Something distasteful, vile, disgusting. See 'squick someone out'.
squick (someone) out;"Vrb phrs. To disgust (someone). E.g.""People picking their noses in public really squicks me out."" [Orig. U.S.?]"
squicky;Adj. Disgusting. [Orig. U.S.?]
squid ;Noun. A jocular term for one pound sterling, derived from 'quid'.
squidgey ;"Adj. Feeling soft, squashy or soggy. E.g. ""I think the ground's a little too squidgey for cricket today."" {Informal}"
squiffy ;Adj. 1. A little drunk. {Informal}
;2. Askew, off centre, awry. {Informal}
squillion ;Noun. A very large indefinite amount.
squinny;Noun. One who moans or complains. [Portsmouth use]
squire ;Noun. A term of address. {Informal}
squirt ;Noun. A diminutive and insignificant person. Derog. {Informal}
;2. The act of sexual ejaculation, recently more commonly used for female ejaculation.
;"Verb. To ejaculate. E.g.""I was pleasantly surprised when she squirted."""
squirting;Noun. The act of sexual ejaculation, more commonly applied to females.
squit;Noun. Nonsense, rubbish. [Mainly Norfolk use]
squits ;Noun. Diarrhoea. [1840s]
squitty;"Adj. Of or having the characteristics of diarrhoea. Also as squity. E.g.""I'm not coming into work today, I have a squitty bottom."""
squiz;"Noun. A look, a glance. E.g.""Have a squiz at the photos and see if you can spot anyone you recognise."""
stacked ;Adj. Of a woman, well built or large breasted.
stack it;"Verb. To fall over, to tumble, to lose balance. E.g.""I stacked it when I punctured my front tyre taking a stupid short cut up a cobbled street."""
stage-diving ;Noun. The act of leaping off a stage during a live music performance to then be caught by the audience. Originates from 1980s punk but proliferated during 'thrash' and 'grunge' era of the late 1980s and 1990s.
stalk ;Noun. An erect penis.
starfish;Noun. The anus. Abbreviated form of 'chocolate starfish'.
starfucker;Noun. 1. A person who seeks to get close to or have sexual relationships with a celebrity. Also as star-fucker.
stark bollock naked ;Adj. Totally naked.
starkers ;Noun. Naked. From stark naked. Cf. 'stark bollock naked'.
starved;Adj. Of a person, very cold, freezing. [Yorks use]
stash ;Noun. Illicit drugs.
staycation ;Noun. A holiday spent in one's home or country of residence. {Informal}
steady on;"Phrs. Calm down, be careful, be reasonable. E.g.""Oi, steady on with the wine, that bottle's got to last us all evening."" {Informal}"
steamboated;Adj. Drunk, very intoxicated.
steamboats ;Adj. Drunk.
steaming ;Adj. 1. Drunk, intoxicated with alcohol. Abb. of steaming drunk.
;"2. Racing, moving quickly. E.g.""We were steaming up the motorway at 140."""
;"3. Very angry. E.g.""I've never seen her so angry, she was steaming."""
;"Adj./Adv. An intensifier, such as 'blinking', 'bleeding'. E.g.""That steaming idiot has spent all our holiday money on a new stereo."""
;Noun. A act of aggressive robbery, often taking place on public transport, whereby groups of youths terrorize their victims.
steam off my piss;"Phrs. Heard in phrases such as ""wouldn't give them the steam off my piss"" or ""not worth the steam off my piss"", meaning somebody or something worthless."
stecky;Noun. A tantrum, an fit of anger. Also throw a stecky, to have a tantrum. [Lancs/Cumbria use]
steds;Noun. Steroids. [Mainly bodybuilding /sports use]
stench-trench;Noun. The vagina.
Stenders ;Noun. Abb. of Eastenders, the British TV soap opera. Cf. 'Corry'.
Steve McQueens;Noun. Jeans. Rhyming slang, often shortened to steves.
stew ;"Noun. A mess, a difficult or worrisome situation. E.g.""I think we can safely say, we're in a stew and nothing can save us now."""
stewed ;Adj. Drunk.
stick ;"Noun. 1. Hassle, excessive criticism, trouble. E.g.""Keep giving him stick and he'll pack his bags and leave."""
;"2. Effort. E.g.""Go on, give it some stick and get the job finished, then we can all go home."""
;"Verb. Suffer, tolerate, abide. E.g.""I can't stick that sarcastic humour of his."" {Informal}"
stickin' out;Adj. Impressive, excellent. [Ulster use]
stick in the mud ;Noun. A boring, unadventurous, old-fashioned person. Derog. {Informal}
stick one on someone ;"Vrb phrs. To hit or beat up someone. E.g.""I'm going to stick one on him if he shows up tonight and insults my family again."""
sticks ;"Noun. Rural, remote areas such as in the countryside. E.g.""They live out in the sticks, miles from anywhere."" [Orig. U.S.]"
stick the boot in *;"Vrb phrs. 1. To kick someone aggressively and repeatedly. E.g.""If you're going to go around sticking the boot in get some sturdy boots with steel toecaps."""
;"2. Also used figuratively, meaning to cause trouble for someone. E.g.""He really stuck the boot in when he told my wife that I'd been chatting up his sister again."""
;* Also as 'put the boot in'.
sticky;"Noun. A member of the official I.R.A., an Irish republican. E.g.""The stickies protested against the proposed march by the Unionists."" [Mainly army use/1970s]"
sticky biscuit;Noun. A sex game whereby a biscuit (cookie) is placed centrally between a circle of masturbating males. The last male to ejaculate, over the biscuit, is obliged to eat it.
sticky fingers;Noun. 1. A thief.
;2. A tendency to steal.
sticky-fingered ;Adj. Liable to steal. Evokes interesting imagery of other people's belongings adherring to the culprit's fingers. Not dissimilar to the s.e. light-fingered.
sticky love piss;Noun. Semen.
sticky wicket;Noun. A difficult situation. Cf. 'bat on a sticky wicket'.
stiff ;Noun. 1. A dead body.
;2. A boring, conventional person.
stiffener;Noun. A reviving or fortifying alcoholic drink.
stiff upper lip;"Noun. An unyielding and stoic attitude, especially in the face of trouble. Often as keep/have a stiff upper lip. E.g.""If the English weren't so stiff upper lipped then they might have lost the war."" {Informal}"
stiffy ;Noun. An erect penis. Usually jocular use. Also stiffie.
stinker ;Noun. 1. A contemptible person.
;2. An awkward, difficult task.
stinking ;"Adj. 1. Extremely objectionable. E.g.""That stinking idiot deserves all he got."""
;"2. Wealthy. A shortening of stinking rich. E.g.""She can afford it, she's stinking."""
;3. Drunk.
stinks ;"Adj. Suspicious. E.g.""Don't lie to me, your excuse stinks."""
stitch up ;Verb. To betray with false evidence. Also phrased to stitch someone up.
;Noun. An act of betrayal with the use of falsified evidence.
stoater;Noun. Something impressive or excellent. [Scottish use]
stocious;Adj. Intoxicated. [Irish/Scottish use?]
stodge;Noun. Heavy, filling food, often fattening with little nutrition. {Informal}
stoked;"Adj. Excited, pleased, thrilled. E.g.""My dad was stoked when I passed my driving test first time."""
Stoke-on-Trent *;Noun. 1. A male homosexual.
;2. Criminal.
;* Both meanings are rhyming slang for 'bent'. Stoke-on-Trent, a city in the midlands of England.
stomp on ;Verb. To physically assault (someone).
stomping ;"Adj. Lively, energetic. E.g.""That last tune the DJ played was stomping."""
stone bonker;Noun. A sure thing, a certainty.
stoned ;Adj. Intoxicated with drink or more frequently its contemporary usage refers to cannabis or marijuana intoxication. [Orig. U.S.]
stone me! ;Exclam. An exclamation of surprise.
stone the crows! ;Exclam. An exclamation of surprise.
stonk (it) ;"Verb. To hurry, to race. E.g.""We stonked it up the M6 motorway and got to the game just 2 minutes before the kick off."""
stonked;Adj. 1. Heavily bombarded, usually by artillery. [Military use]
;"2. Thoroughly defeated, by extension of above use. E.g.""Then our team lost its two best defenders to injury and we ended up getting totally stonked."""
;3. Drunk, intoxicated with drink or drugs.
stonker ;Noun. 1. An erect penis, usually implying great size.
;2. Something huge or impressive.
stonkered;Adj. Very intoxicated with drink or drugs. [Orig. Aust./N.Z.]
stonking ;Adj. 1. Impressively large.
;"2. An intensifier, E.g.""Yeah, we had a stonking good time."""
stookie ;Noun. A plaster cast on a broken limb. Also spelt stooky. [Scottish use]
stoppy back;Noun. An after hours drink at a public house (bar). [Macclesfield use]
storming ;"Adj. Marvellous, excellent. E.g.""We had a storming night out at the club, the best ever."""
stottie;Noun. A flat coarse bread, made from the scraps of dough leftover in baking. [Scotland/ Tyneside/ Northern use]
stove in ;"Verb. To smash up. E.g.""When I see that idiot again I'm gonna stove his head in"""
stowed out;Adj. Crowded, packed out, full to capacity. [Mainly Scottish use]
straight ;Noun. 1. A heterosexual. [Orig. U.S.]
;2. A conventional but boring person.
;3. A manufactured cigarette, as opposed to a roll-up.
;Adj. 1. Heterosexual, as opposed to homosexual and being 'bent'.
;2. Law abiding.
straight edge;Noun. A lifestyle choice based around the philosophy of abstention from things that are considered harmful, such as alcohol, drugs and sexual promiscuity. More common in the U.S. from where it originated.
straight-up ;Adj. True.
;"Adv. Truthfully, honestly. E.g.""Honestly, I didn't touch your diary Sarah, straight up."""
strap;Noun. A gun.
strap-on ;Noun. A substitute penis that can be worn by females to simulate male to female sexual intercourse.
strapped ;"Adj. 1. Lacking, short of. E.g.""Can you give it some thought? I'm strapped for ideas."" {Informal}."
;"2. Poor, short of money. E.g.""I can't come out for a meal tonight, I'm strapped."""
strap up;Verb. To make a cannabis/ marijuana cigarette.
street ;Noun. Having to do with the street life of a city at the most common accessible level, urban subculture.
The Street;Noun. Nickname and abbreviation for Coronation Street, a popular U.K. TV soap. Cf. 'Corry'.
street cred ;Noun. Having fashionable awareness, acceptable on the 'street'.
stretch ;Noun. A period spent in prison.
strewth! ;Exclam. An exclamation of surprise, annoyance or frustration. Derived from God's truth. Also spelt struth. {Informal}.
strides ;Noun. Trousers
strike a light! ;Exclam. An exclamation of surprise.
strike me pink!;Exclam. An exclamation of surprise.
stringbean ;Noun. A tall, thin person. {Informal}.
strobing ;Adj. An effect similar to seeing a series of stills as when viewed under a stroboscope, but when under the influence of LSD or another hallucinogen.
strop ;"Noun. A bad mood, a fit of fury. E.g.""I got in a strop after that bloke knocked over my pint of beer."""
stroppy ;Adj. Bad tempered. {Informal}
strum;Noun. An act of female masturbation.
strung out ;Adj. Emotionally stressed, in mental turmoil.
strut one's stuff;"Vrb phrs. To act proudly, confidently and without inhibitions; often heard in relation to dancing."
stuck-up ;Adj. Conceited, snobbish. {Informal}
studmuffin;Noun. An attractive male. [Orig. U.S./ mid 1970s]
stuff ;Verb. 1. To copulate. Male usage. [Mid 1800s]
;"2. To defeat thoroughly in a game or competition. E.g.""With our new signing from United we're going to stuff them good and proper."""
;"3. Used to exclaim indifference or rejection of (something). E.g.""Stuff the consequences! I'm going to get drunk."""
stuff and nonsense;"Noun. Worthless or foolish ideas, speech, or writing; nonsense. Often as an exclamation. E.g.""Stuff and nonsense! You're talking rubbish."""
stuffed;"Adj. 1. Concerned, bothered. Usually phrased in the negative. E.g.""I'm not stuffed with going out drinking tonight."""
;2. In a position of no hope.
stuffing ;"Noun. Sexual intercourse, from a male point of view. E.g.""I gave her good stuffing then went back down to the party."""
stuff it !;Exclam. An exclamation of anger, contempt or indifference.
;"Verb. Expressing contempt. E.g.""I don't care, you can stuff it! I'm going home."""
stuff one's face ;Vrb phrs. To eat greedily or fully.
stump up ;Verb. To pay up, to hand over what is owed.
stunner ;"Noun. A person or thing that is outstanding or strikingly attractive. E.g.""She was a real stunner and I couldn't help but stand there staring."""
stupid o'clock;Noun. At an unreasonable, early time.
suck ;"Verb. To be worthless, contemptible or disgusting. E.g.""The storyline in that book is a little contrived and the characters suck."""
;Noun. Sweets, confectionary in general. A suck shop being a sweet shop. [W. Midlands use]
sucker ;Noun. 1. A gullible person.
;2. An ice lollipop. [Notts use]
sucking diesel;Phrs. Doing very well, progressing well. [Orig. Irish?]
suck it and see;"Phrs. Try it and see if it works, or what it's like. E.g.""We just have to suck it and see and if doesn't work, revert back to the original format."" {Informal}"
suck off ;"Verb. To give oral sex (to someone). E.g.""I lay down on the sofa with my pants around my ankles so she could suck me off."""
suck shit;"Verb. To be worthless, contemptible. E.g.""How can you wear beige? It's dull and totally sucks shit."" [Orig U.S.]"
suck up ;Verb. To flatter, be obsequious.
sugar! ;Exclam. A euphemism for 'shit!' (exclam).
suit ;Noun. A white-collar worker, a business executive.
suicide blonde;Noun. A woman with dyed blonde hair, a peroxide blonde. [Orig. U.S./1930s]
suited and booted;Adj. Very smartly dressed. From wearing a suit and equivalent formal footwear.
summat;"Pron. Something. E.g.""There's summat up with the engine. Everytime we accelerate the exhaust blows smoke."" [Northern use/dialect]"
sunnies;Noun. Sunglasses. [Orig. Aust./N.Z.]
sunshine ;"Noun. A form of friendly address. E.g.""Alright sunshine! Show us what you've got."" {Informal}"
sup ;"Verb. To drink. E.g.""It's no wonder you've got a headache, you've been supping beer all day."""
'sup (!)(?) ;Exclam. A greeting, hello, hi. Contraction of 'what's up?'
;Phrs. What's the matter? What's happening?
surf ;"Verb. To browse different Web sites using the links in a relaxed almost random manner. E.g.""I've been surfing on the net all night and found an excellent new music site."""
surf-bum ;Noun. A person, usually young, whose life revolves around surfing, and who consequently spends much of their life on or around beaches. Cf. 'beach-bum'.
suss (out) ;"Verb. To work something out, to understand, to ascertain, to discover. E.g.""The manager sussed him out and had security watch him. They eventually caught him stuffing an stolen item under his coat."""
suss;"Adj. Abb. of suspicious. E.g.""I don't like the looks of that bloke, he's suss."""
sussed ;Adj. Knowledgeable, well-informed, able to look after oneself.
swag;Noun. Money or items, as taken by a thief or burglar, ill-gotten gains. {Informal}
;Adj. Not very good, terrible, worthless, cheap or of poor quality.
swally;Noun. Alcoholic drink. [Scottish use]
swamp donkey;Noun. An ugly person. Derog.
swan;"Verb. To travel about in a casual, relaxed way. E.g.""So I hear you've been swanning around Europe after your win on the lottery?"" {Informal}"
swap spit ;Verb. To kiss deeply.
swat *;Noun. A person who studies hard. {Informal}
;"Verb. To study hard. E.g.""Timmy had been swotting for 3 months, but still failed his exams."" {Informal}"
;* Also as 'swot'.
sweat cobs;"Verb. To perspire profusely, to sweat excessively. E.g.""With the room temperature at 95 degrees, I was sweating cobs."""
sweat the small stuff;Vrb phrs. To worry about the minor things, the trivial insignificant details. Usually in the negative as don't sweat the small stuff. [Orig. U.S.] {Informal}
sweaty Betty ;Noun. A jocular term of address for a woman suffering excess perspiration and/or bad body odour. Derog.
sweaty sock ;Noun. A person from Scotland, a Scot. From the rhyming slang sweaty sock meaning jock. Offens.
swede;"Noun. The head. E.g.""Watch your swede when you enter the tunnel, the door's very low."""
swedge;Noun. A fight. [Scottish use]
(the) Sweeney;Noun. A specialist section of the London Metropolitan Police called the Flying Squad, a branch of CID. Rhyming slang on Sweeney Todd, meaning Flying Squad.
sweet ;Adj. Excellent, a general term of approval.
sweet as a nut;Phrs. O.K., great, fine, satisfactory.
sweet F.A. ;Phrs. Nothing at all. Euphemism for sweet fuck-all. Cf. 'sweet fanny adams'.
sweet Fanny Adams ;Phrs. Absolutely nothing. Euphemism for sweet fuck-all. Cf. 'Fanny Adams'.
sweet-pea ;Noun. A term of affection.
swig ;"Verb. To drink greedily. E.g.""I swigged a whole bottle of brandy, danced for 20 minutes, threw up, and then not surprisingly apparently I passed out."" {Informal}"
